emotion,input_text,target_text
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Thank you for your trust so far. Do you feel like you have hit a rough patch in your life?
Sadness,Do you believe that you should be the saviour of someone else?,"Do you think that you always have to save people from trouble, even if they're creating it themselves?"
Sadness,Thank you. Now I will ask some questions to understand your situation.,"Thanks so much. Now, if it's ok, I'm going to try to get a better understanding of your situation."
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Are you having any personal issues or difficulties currently in your life?
Fear,Have you strongly felt or expressed any of the following emotions towards someone:,"I want to ask you about the feelings we are not proud of, but when we are not feeling well, sometimes negative emotions towards other people can stick in the front of our mind. Have any of these emotions troubled you lately:"
Anger,Have you strongly felt or expressed any of the following emotions towards someone:,There can be certain emotions we all feel but that can be unhealthy if we fixate on them or act from them. Have you felt any of the following emotions very strongly or expressed them toward others in recent days:
Fear,Do you feel that you are trying to control someone?,"Do you think that you could be trying to control another person, whether you intend to or not?"
Fear,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Thanks for letting me know that. Do you feel that somebody did something to you that caused you to suffer?
Sadness,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"I hope you don't mind me asking, but are you facing a difficult time?"
Fear,Was this caused by a recent or distant event (or events)?,"I know it can be hard to talk about these things, so thank you for opening up to me. Do you want to tell me a little more about when this incident happened, was it a recent incident or something in the past?"
Anger,Was this caused by a recent or distant event (or events)?,Is a recent or long ago incident the reason you feel this way?
Fear,Do you feel that you are trying to control someone?,"Thank you for talking about this with me. There is the possibility that you may be trying to control someone else in order to feel less anxious, do you think this could be the case?"
Sadness,Do you feel that you are trying to control someone?,"Deep down, do you have the feeling that you are attempting to control another person?"
Fear,Was this caused by a recent or distant event (or events)?,"How long ago did this happen, was it recent or distant?"
Anger,Have you strongly felt or expressed any of the following emotions towards someone:,"There are moments in life where we may experience emotions that we are not proud of, but that is ok, as long as we are ready to learn from them. Would you say that you have felt any of the following emotions recently:"
Fear,Are you always blaming and accusing yourself for when something goes wrong?,Do you always feel like you're putting all the blame on yourself for when things don't work out?
Anger,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Have you been able to work on Protocol 6 recently and, if you have, did you notice that you felt similar negative feelings as you did during this event?"
Sadness,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Do you think, perhaps, that you're not taking full responsibility for the way you're feeling, and that's causing you to lash out at others?"
Fear,Do you feel that you are trying to control someone?,Are you by any chance having any thoughts indicating that you might wish to have more control over a certain individual?
Fear,Was this caused by a recent or distant event (or events)?,Is the reason for this feeling something that happened in your younger days or more recently?
Anger,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"I wonder if your anger could be the symptom of distressing personal matters. Are you fighting with people at work, or at home?"
Fear,Was this caused by a specific event/s?,"That is really sad to hear, but it's okay to feel that way. Is there something specific that led to this feeling?"
Anger,Thank you. Now I will ask some questions to understand your situation.,Thank you for sharing this with me. I have a few more questions to help me understand the situation.
Sadness,Are you always blaming and accusing yourself for when something goes wrong?,Do you always criticise yourself if anything goes wrong?
Sadness,Have you strongly felt or expressed any of the following emotions towards someone:,Have you found yourself strongly feeling or expressing any of the following emotions towards someone:
Fear,Was this caused by a recent or distant event (or events)?,"Did this happen recently, or is it a memory from the distant past?"
Sadness,Do you feel that you are trying to control someone?,"In all honesty, do you think that controlling someone is okay, or would you ever do it?"
Anger,Do you feel that you are trying to control someone?,"Do you feel, or would like to be, in control of others?"
Sadness,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"I'm sorry you are feeling sad and in order to help you I would like to dig a bit deeper. If you don't mind me asking, are you going through a rough personal crisis?"
Anger,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Could you tell me if you see yourself as a victim, blaming someone else for how negative you feel?"
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"Are you experiencing any difficulties in any of your relationships, or in life in general?"
Anger,"In previous conversations, have you considered other viewpoints presented?",Do you think that you are able to put your vision into another point of view?
Sadness,Was this caused by a specific event/s?,I am sorry to hear you are feeling this way. Can you tell me if a specific event may have caused that?
Sadness,Do you feel that you are trying to control someone?,"Do you feel that someone is not accepting your authority, but they should?"
Fear,Have you strongly felt or expressed any of the following emotions towards someone:,Do you remember if you have strongly felt or expressed any of the following emotions recently toward someone:
Sadness,Are you always blaming and accusing yourself for when something goes wrong?,Do you feel like you are being judgmental towards yourself and always blame yourself in the face of adversity?
Anger,Are you always blaming and accusing yourself for when something goes wrong?,"Is there usually something you feel you should have done differently, do you tend to always question your actions?"
Anger,Do you feel that you are trying to control someone?,Do you reckon you may be acting in a controlling way?
Fear,Are you always blaming and accusing yourself for when something goes wrong?,"Do you take things to heart when something goes wrong, tending to always blame yourself for any mistake?"
Anger,"In previous conversations, have you considered other viewpoints presented?","In your day to day interactions, do you often find that you are open to changing your mind when presented with alternative points of view?"
Sadness,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Did you try to complete Protocol 6 and it resulted in reawakening some bad feelings due to things that happened in the past?
Fear,Was this caused by a specific event/s?,Has your current anxiety been caused by something in particular that you are aware of?
Fear,Do you feel that you are trying to control someone?,Could it be that you are subconsciously trying to steer or guide another person's behaviour?
Fear,Have you strongly felt or expressed any of the following emotions towards someone:,"I completely understand how you are feeling and it must be so hard. If I may ask, do you feel you have expressed any of these emotions to someone:"
Anger,Do you believe that you should be the saviour of someone else?,Do you think that you should focus on saving someone else in this moment of your life?
Anger,"In previous conversations, have you considered other viewpoints presented?","Have you attempted to look at things from someone else's perspective, and did it help?"
Sadness,Do you feel that you are trying to control someone?,Do you feel obligated to control what other people do?
Anger,Was this caused by a recent or distant event (or events)?,Did this event occur recently or a long time ago?
Anger,Was this caused by a recent or distant event (or events)?,Did this event occur in the recent or distant past?
Fear,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Could it be that perhaps you feel someone else might to be blame for your negative feelings, and this is contributing to your anxiety?"
Anger,Do you believe that you should be the saviour of someone else?,"If I may ask, do you feel that you are trying to save or rescue other people in this situation?"
Fear,"Do you see yourself as the victim, blaming someone else for how negative you feel?",I wonder if you feel that someone else's actions have made you feel like this. Do you blame others for how you feel right now?
Anger,Was this caused by a recent or distant event (or events)?,"Is it possible there was a recent cause of this anger, or is it due to something that happened in the distant past?"
Anger,Do you believe that you should be the saviour of someone else?,Do you always feel that you need to save the people in your life?
Sadness,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,May I ask if you have been under a lot of pressure or stress lately?
Anger,Was this caused by a recent or distant event (or events)?,"Is this event and the emotions you feel something that has happened recently, or has this been ongoing and caused by something in the distant past?"
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"Thank you for your patience in answering these questions, I would like to focus on what you're really, truly going through right now. Is this anxiety actually worse than we've talked about, are you really suffering due to something major that is going on in your life?"
Fear,Was this caused by a specific event/s?,"As your friend, you can always tell me anything and I will try to assist you to the best of my abilities. Can you tell me if something happened that made you feel like this? "
Sadness,Have you strongly felt or expressed any of the following emotions towards someone:,Have you found yourself feeling and/or expressing any of the following emotions towards another person:
Sadness,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Have you tried thinking back over that event by attempting Protocol 6, and if so how was that, did it bring back difficult emotions?"
Fear,"In previous conversations, have you considered other viewpoints presented?",Can you think of a time when someone said something that changed your mind?
Anger,Have you strongly felt or expressed any of the following emotions towards someone:,"Have you found yourself feeling any of these emotions, or have you expressed them towards another person:"
Sadness,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel that someone else is to blame for your sadness?
Anger,Are you always blaming and accusing yourself for when something goes wrong?,Thank you for that. Do you feel like it is always your fault when things go wrong?
Anger,Was this caused by a recent or distant event (or events)?,"I see, thanks. And was this event, or events, distant or recent?"
Fear,Have you strongly felt or expressed any of the following emotions towards someone:,I'm going to ask you now about some other negative emotions. Can you tell me if you've recently felt any of these emotions towards someone:
Anger,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Do you feel this current anger could be related to a recent attempt at Protocol 6?
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Is there a recent event between you and another person that is making you feel unwell or depressed?
Anger,Was this caused by a specific event/s?,Are you feeling these emotions due to something in particular?
Anger,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"I'm sorry that you are angry, and I wonder if this may be a symptom of something bigger. Have other major difficulties been happening in your life recently?"
Sadness,Do you feel that you are trying to control someone?,"If you have to be honest with yourself, do you feel that you can, or want to, control someone?"
Sadness,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Thank you, I understand. If I may ask this, do you feel that everyone is out to get you right now?"
Anger,Was this caused by a specific event/s?,Did one particular thing cause you to feel this way?
Fear,"In previous conversations, have you considered other viewpoints presented?","In past interactions, do you believe that you have always listened to and heard other opinions expressed?"
Sadness,Do you feel that you are trying to control someone?,Is it possible that you're just trying to control all of the thoughts and actions of another person?
Anger,Are you always blaming and accusing yourself for when something goes wrong?,Do you always feel that you are to blame when something goes wrong?
Fear,Have you strongly felt or expressed any of the following emotions towards someone:,"You've shared with me that you have been feeling anxious, and I would now like to ask about your emotional state more in general. How about the following emotions, have you ever strongly felt any of these or expressed them towards someone else:"
Sadness,Are you always blaming and accusing yourself for when something goes wrong?,"Do you always feel like you're the one at fault, even when perhaps you shouldn't?"
Fear,Was this caused by a recent or distant event (or events)?,"Is this something you've been worried about for a while, or is it something new that's on your mind?"
Fear,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Do you think that you might unintentionally find yourself looking towards other people as the source of your feelings of negativity, and feel like you are a victim as a result?"
Sadness,"Do you see yourself as the victim, blaming someone else for how negative you feel?","If I may ask, do you blame others for how you're feeling today?"
Sadness,Do you believe that you should be the saviour of someone else?,I would like to better understand why you are experiencing this negative feeling right now. Do you feel that you need to save someone else?
Fear,Thank you. Now I will ask some questions to understand your situation.,"Thanks so much for telling me. If you don't mind, I'll ask you a few questions so I can better understand what's happening."
Fear,Have you strongly felt or expressed any of the following emotions towards someone:,"In order to help you, could you please indicate if you have felt any of the following emotions towards someone else:"
Anger,Are you always blaming and accusing yourself for when something goes wrong?,"Ok, thanks for answering that, and what about any feeling of guilt or culpability. Do you tend to feel you are at fault whenever something goes wrong?"
Anger,Was this caused by a specific event/s?,"Oh, that's not good. Was there something that triggered this feeling?"
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Is there anything major happening in your life that might be causing you to be anxious?
Fear,Are you always blaming and accusing yourself for when something goes wrong?,Do you feel you might always unintentionally be hurting yourself and blaming yourself when you think things are not going your way?
Anger,Do you feel that you are trying to control someone?,Do you think that your actions could be perceived as controlling by others?
Anger,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Are you experiencing a difficult time or having trouble relating to others these days?
Anger,Thank you. Now I will ask some questions to understand your situation.,"Thank you. I'd like to better understand your situation and need to ask some questions, is that ok?"
Fear,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Have you tried Protocol 6 recently and did you find it stirred up emotions that you found difficult to deal with?
Fear,Was this caused by a recent or distant event (or events)?,Please help me understand further. Is this a recent event that has occurred or is it something from the distant past?
Sadness,Was this caused by a specific event/s?,"I'm sorry to hear that. Could it be because of a certain event? If so, I hope it wasn't too difficult for you."
Fear,Thank you. Now I will ask some questions to understand your situation.,"Thank you, you've done so well sharing this with me. If it's ok with you, I'd like to ask some more questions to really understand what you're going through."
Sadness,Have you strongly felt or expressed any of the following emotions towards someone:,Have you sometimes felt or showed any of these specific emotions towards another person:
Anger,Are you always blaming and accusing yourself for when something goes wrong?,"When things go wrong, do you feel it's always your fault?"
Sadness,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Protocol 6 can bring up emotions you may not have felt in a long time, so I wonder if this would be the right choice for you. Is it possible that you have recently attempted Protocol 6 and this has reignited these negative emotions?"
Fear,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,It can be difficult to cope with what has happened in the past. Have you already tried Protocol 6 to revisit this event but found it too hard and painful?
Fear,Was this caused by a recent or distant event (or events)?,Did this happen recently or was it some time ago?
Anger,"In previous conversations, have you considered other viewpoints presented?",Do you think there may be other viewpoints that could be taken into account in your current situation?
Anger,Do you feel that you are trying to control someone?,"I see, thank you. Do you feel you may be trying to control someone else perhaps?"
Fear,Thank you. Now I will ask some questions to understand your situation.,"Thank you for sharing with me so far. If I may, I'd like to ask you some more questions, if that is OK with you."
Fear,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you find yourself ever blaming other people when you feel low?
Fear,Do you believe that you should be the saviour of someone else?,Do you feel you want to rescue others and make them feel better?
Fear,Thank you. Now I will ask some questions to understand your situation.,I really appreciate you being open with me. I still have some questions if you don't mind.
Anger,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Do you see yourself as the victim, or do you blame someone else for your feelings?"
Anger,Have you strongly felt or expressed any of the following emotions towards someone:,I would appreciate if you could tell me more about your feelings. One question I have is whether you've had or outwardly expressed any of these emotions toward another person:
Fear,Have you strongly felt or expressed any of the following emotions towards someone:,Lately has your anxiety led to you have any of the following unwelcome emotions toward anyone else:
Anger,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"May I ask if you are having important issues with your loved ones in this moment, or other major concerns?"
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,I hope you can trust me enough to let me know if you need help. Do you feel you are going through a really hard time at the moment?
Anger,Thank you. Now I will ask some questions to understand your situation.,I appreciate you sharing that with me. I have just a few more questions.
Fear,Was this caused by a specific event/s?,"I'm sorry to hear that, I can relate. Was there anything in particular that caused you to feel this way?"
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Do you feel you may be going through a personal crisis right now?
Anger,Do you believe that you should be the saviour of someone else?,Do you feel responsible for fixing someone else's problems?
Anger,Was this caused by a specific event/s?,Could you tell me if your anger was caused by a specific event?
Anger,Was this caused by a recent or distant event (or events)?,"Was the trigger a recent event, or a distant one?"
Sadness,Do you believe that you should be the saviour of someone else?,Do you feel that it is your responsibility to be someone's saviour?
Sadness,Do you believe that you should be the saviour of someone else?,Do you feel that you have to help someone?
Sadness,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Events from our past may trigger elevated emotions. Did you experience intense negative emotions when doing Protocol 6?
Anger,"In previous conversations, have you considered other viewpoints presented?",Do you consider yourself to be someone who can truly listen to other people?
Fear,Do you feel that you are trying to control someone?,are you trying to get a specific something out of someone?
Fear,Thank you. Now I will ask some questions to understand your situation.,"Thank you for sharing these details, I know this must be difficult for you. Now I'd like to ask some questions to better understand your situation."
Sadness,Have you strongly felt or expressed any of the following emotions towards someone:,Do you recall having or expressing any of these strong negative feelings towards someone:
Anger,Have you strongly felt or expressed any of the following emotions towards someone:,Have any of these feelings been plaguing you recently:
Sadness,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Knowing that your feelings are important to me, I need to ask you about your previous interactions with the protocols. Have you attempted Protocol 6 anytime recently, and if so did it spark difficult emotions for you remembering this event?"
Sadness,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"Right now, is there something that afflicts you in your circle of friends or family?"
Fear,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Protocol 6 can be of great help but I know that it can also sometimes cause unwanted stress. Have you given Protocol 6 a go recently and found yourself too distressed after taking it?
Sadness,Have you strongly felt or expressed any of the following emotions towards someone:,Have you felt or shared any of these feelings with anyone in your life:
Anger,Are you always blaming and accusing yourself for when something goes wrong?,Do you have a tendency to always blame and accuse yourself when something is not right or goes wrong?
Sadness,Was this caused by a recent or distant event (or events)?,Was this brought about by a recent or distant event?
Anger,Was this caused by a specific event/s?,Are you feeling like this because of something in particular that happened?
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Is there anything happening in your personal life that you may be having difficulty with?
Anger,Do you feel that you are trying to control someone?,Do you think you could be trying to control someone else right now?
Fear,Are you always blaming and accusing yourself for when something goes wrong?,Do you always feel like things that go wrong are your fault?
Fear,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel that someone may be responsible for how you are currently feeling?
Fear,Are you always blaming and accusing yourself for when something goes wrong?,Do you always believe that you are to blame for things going wrong or failing?
Sadness,Thank you. Now I will ask some questions to understand your situation.,"Thank you for letting me know, I appreciate it. What I'd like to do now is ask a few questions about what's going on just so that I can better understand what's happening."
Fear,Have you strongly felt or expressed any of the following emotions towards someone:,"You said that you are having anxious feelings, I wonder if you can also remember if you have felt any other strong emotions towards another person. Do you feel that any of these may apply to how you've felt recently:"
Anger,Thank you. Now I will ask some questions to understand your situation.,Thank you for telling me this. Some questions now can lead us to a better understanding of what happened.
Fear,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Would you personally consider yourself affected by the moods and actions of others around you?
Anger,"In previous conversations, have you considered other viewpoints presented?",Have you thought about how others might see things in previous conversations you've had with them?
Fear,Have you strongly felt or expressed any of the following emotions towards someone:,Do you think that perhaps you have felt any of these emotions recently:
Anger,Do you believe that you should be the saviour of someone else?,"Thank you, you are doing great. If I may ask, do you find yourself trying to save those around you?"
Fear,"In previous conversations, have you considered other viewpoints presented?","Do you feel like other people's opinions are valid, and do you listen to them?"
Sadness,Was this caused by a recent or distant event (or events)?,I'm sorry to hear that. May I also ask if it was caused by a recent or distant event (or events)?
Anger,Was this caused by a recent or distant event (or events)?,Was this brought about by a recent or distant situation?
Fear,Do you believe that you should be the saviour of someone else?,"Do you believe, deep down, that you should always help others even when this could damage you?"
Sadness,Was this caused by a recent or distant event (or events)?,It's OK to feel this way. Was this event recent or did it happen a while ago?
Anger,Have you strongly felt or expressed any of the following emotions towards someone:,It can be difficult to make sense of our emotions. Would you say that you've had any strong feelings or expressions of the following emotions:
Sadness,"In previous conversations, have you considered other viewpoints presented?",Did you give thought to how others may see the situation?
Anger,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Are you experiencing intense negative feelings as a result of fighting with the people in your life?
Sadness,Thank you. Now I will ask some questions to understand your situation.,"Thank you, hopefully we can gain a better understanding of your recent difficulties. I have a few more questions for you today, if that's okay."
Anger,"In previous conversations, have you considered other viewpoints presented?","Thank you for letting me know. Do you believe you have considered all your alternatives, every perspective from which you could view your current situation?"
Sadness,Are you always blaming and accusing yourself for when something goes wrong?,Would you say that you're often too hard on yourself?
Fear,Have you strongly felt or expressed any of the following emotions towards someone:,"I know when I get anxious or scared, I can sometimes react in a negative way without thinking; I wonder if the same has ever happened to you too. Would you say, if I may ask, that you have strongly felt or expressed any of the following emotions towards someone:"
Fear,Was this caused by a specific event/s?,Is there something causing you to feel this way?
Sadness,Do you feel that you are trying to control someone?,"Do you think you might be getting too involved, trying to control someone you shouldn't?"
Anger,Have you strongly felt or expressed any of the following emotions towards someone:,I'm going to list some emotions now. Could you tell me if you've felt any of these emotions towards someone:
Anger,Do you feel that you are trying to control someone?,"Thank you. As a result of your current emotion, are you feeling the need to control others?"
Sadness,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,I'm very sorry that you are going through this. Have you recently attempted Protocol 6 and found this reignited unmanageable emotions as a result of old events?
Fear,Was this caused by a specific event/s?,"I can see that you're feeling anxious, and I'd like to help. Is there something specific that caused this feeling?"
Anger,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel that other people often behave badly or are disrespectful toward you?
Fear,Thank you. Now I will ask some questions to understand your situation.,I am more than happy to listen to your concerns and sharing your feelings with me. Would you like to talk some more so that I can provide some useful suggestions to you?
Fear,"In previous conversations, have you considered other viewpoints presented?","Please think back to previous conversations with other people. In previous conversations you've had, did you consider the viewpoints of the other person, even when they were different from your own?"
Fear,Are you always blaming and accusing yourself for when something goes wrong?,"Okay, thank you. Would you say that you are always blaming and accusing yourself lately, anytime something goes wrong?"
Sadness,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"In your heart of hearts, is this a personal crisis you're experiencing, or do you feel hurt by your loved ones or friends?"
Sadness,Was this caused by a recent or distant event (or events)?,Did this event happen recently or a while ago?
Sadness,Have you strongly felt or expressed any of the following emotions towards someone:,"If it's okay with you, can you let me know whether you've had any of these strong feelings towards anyone:"
Fear,Do you feel that you are trying to control someone?,Do you think that you are trying to influence somebody or something outside of your control?
Sadness,Do you believe that you should be the saviour of someone else?,Do you feel like you have let someone down?
Sadness,Have you strongly felt or expressed any of the following emotions towards someone:,"I'd like to ask you about negative emotions that you may have felt; it is completely normal to feel them sometimes, but it's important that we learn to recognise them before they take over our lives. Thinking of your recent past, is it possible that you have felt, at times, any of the following emotions toward someone:"
Fear,Do you feel that you are trying to control someone?,Do you think that sometimes you encourage people to behave the way you think they should?
Sadness,Was this caused by a recent or distant event (or events)?,Did this event happen recently or a while back?
Sadness,Thank you. Now I will ask some questions to understand your situation.,Thank you for your patience. I will now ask you a few questions to help understand your situation.
Sadness,Are you always blaming and accusing yourself for when something goes wrong?,I would like you to pause for a second and consider whether you always blame yourself when something goes wrong?
Fear,Was this caused by a recent or distant event (or events)?,"The cause of this anxiety, is it perhaps something that has happened in the past few days or weeks, or does it feel more distant?"
Sadness,"Do you see yourself as the victim, blaming someone else for how negative you feel?","I understand, thank you, then I'd like to dig a little deeper. Do you feel you are a victim in this regrettable situation?"
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"I'd like to know how other things in your life, and relationships, are going right now. Is it possible that you are going through a particularly rough patch at the moment, or are facing major issues?"
Anger,Thank you. Now I will ask some questions to understand your situation.,"I can understand what it feels like to be angry, and want to help. Let's talk about this a bit more, if you don't mind."
Fear,Do you believe that you should be the saviour of someone else?,Do you see yourself as someone else's only hope?
Sadness,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Do you feel you do not share any responsibility for this, and others are to blame for having hurt you?"
Fear,Thank you. Now I will ask some questions to understand your situation.,Thank you for sharing and trusting me with this information. Maybe you can help me understand the situation clearer now by answering some more questions?
Anger,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"You know, I am wondering whether this anger has deeper roots. Is there anything major going on in your life, a crisis or a major fallout with someone you care about?"
Sadness,Thank you. Now I will ask some questions to understand your situation.,"Thank you for sharing your feelings with me, I appreciate your trust. If you do not mind I will now ask you a few questions to better understand the situation."
Fear,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Would it be fair to say that other people are often responsible for your negative feelings and thoughts, that you are somewhat helpless to this?"
Anger,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel that your negative feelings might have been caused by someone else?
Fear,Do you believe that you should be the saviour of someone else?,Do you think it is your responsibility to help others?
Sadness,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Is anyone to blame for the ailments you've been feeling?
Fear,"Do you see yourself as the victim, blaming someone else for how negative you feel?","I understand thank you, then perhaps we should look elsewhere for the origin of this anxiety. Would you say that someone is victimising you right now, forcing you to do something you don't want to or causing you to suffer?"
Sadness,Was this caused by a specific event/s?,Did something in particular happen that made you feel sad? Feel free to tell me openly.
Anger,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Did following Protocol 6, if you have, stir up any unpleasant feelings?"
Fear,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Have you recently tried Protocol 6 and found the emotions you uncovered hard to handle?
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"Can I ask whether you are experiencing any particular difficulties or hardships in your life at the moment, which might be causing you excess worry or distress?"
Fear,"In previous conversations, have you considered other viewpoints presented?","I'd like you to think carefully and tell me, honestly, if you think you have been fully listening to other people's advice lately and thought it was worth taking that advice onboard."
Sadness,Have you strongly felt or expressed any of the following emotions towards someone:,Have you had any strong urge to express the following emotions toward other people or strongly felt them yourself:
Sadness,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Okay, thank you for that. Did you attempt Protocol 6 recently, and did it cause hard emotions to be relived?"
Sadness,Have you strongly felt or expressed any of the following emotions towards someone:,Can you think of a time where you strongly felt or showed these emotions to someone else:
Anger,Was this caused by a specific event/s?,Would you say that this feeling you are experiencing right now was caused by a specific event or events?
Sadness,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Have you recently attempted Protocol 6 and as a result relived traumatic events?
Fear,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"By any chance, was a recent attempt at Protocol 6 the trigger of these feelings, if I may ask?"
Anger,"In previous conversations, have you considered other viewpoints presented?","I am sorry you are experiencing this negativity right now. If I may ask, and please be honest, would you say that you have always given full consideration to other people's viewpoints when these were presented to you?"
Fear,Are you always blaming and accusing yourself for when something goes wrong?,Do you always feel like it's your own fault when things go wrong?
Fear,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Are you hurting from something you feel someone else has done to you?
Sadness,Was this caused by a specific event/s?,"May I ask, did anything specific cause that?"
Anger,Thank you. Now I will ask some questions to understand your situation.,"Thanks for sharing that with me, let's dive into it a little more. I would now like to ask you some more questions, so that I can help."
Sadness,Thank you. Now I will ask some questions to understand your situation.,"Thank you for sharing this. Now I'd like to understand your situation better, so I will ask you some questions, if that's okay."
Sadness,Are you always blaming and accusing yourself for when something goes wrong?,"When things go wrong for you, do you always put the blame on yourself, or do you always accuse yourself of a mistake?"
Fear,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Have you already tried revisiting this event only to find doing so brought back strong negative emotions?
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Is there anything major happening right now in your life that may make you feel like this?
Anger,Was this caused by a recent or distant event (or events)?,"I see, thank you for that. Does this stem from something that happened recently, or was it a distant event that has been brewing for a while?"
Fear,Was this caused by a specific event/s?,I think it might help if we talk about what caused you to feel like this. Was it a specific event that distressed you?
Sadness,Are you always blaming and accusing yourself for when something goes wrong?,May I ask if you always believe you are the main cause of your problems?
Fear,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Are you having strained relations with the people in your life and that is causing you great distress?
Fear,Was this caused by a specific event/s?,"Oh that's tough, I can understand. Is there something in particular that caused your feeling? Don't worry, we will try and work it out."
Fear,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Sometimes it can help to address anxiety which is linked with a traumatic event from the past through Protocol 6. Have you already tried Protocol 6, and if so have you actually found that the emotions it brought back were too intense?"
Fear,"In previous conversations, have you considered other viewpoints presented?",Do you feel you always do your best to listen attentively to others and truly attempt to understand them during conversations?
Anger,Was this caused by a recent or distant event (or events)?,Is the event that you're feeling strongly about something that occurred recently or longer ago?
Fear,Was this caused by a recent or distant event (or events)?,"I'm sorry to hear that, I hope you don't mind sharing with me when it happened. Was it recent or distant?"
Anger,Was this caused by a specific event/s?,I can understand how you're feeling. Were these feelings caused by something specific?
Sadness,Have you strongly felt or expressed any of the following emotions towards someone:,"If I may, have you had any strong feelings or expressions of the following emotions when in the company of someone:"
Fear,"In previous conversations, have you considered other viewpoints presented?",Do you think it is helpful for you to look at things from another person's perspective ?
Sadness,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Did you happen to try Protocol 6 and do you think that may be why you are having these negative feelings?
